# for help with filling out the samples.tsv:
# https://github.com/vanheeringen-lab/snakemake-workflows/wiki/1.1-Filling-out-the-samples.tsv
# also make sure that you use tab as a delimiter
sample	assembly	descriptive_name
GSM4404624	GRCh38.p13	HEL_cell
