plate_well,primer_combi
GF_plate1_COL_3&4_H3,m703m41
GF_plate1_COL_3&4_I3,m703m52
GF_plate1_COL_3&4_J3,m703m53
GF_plate1_COL_3&4_K3,m703m64
GF_plate1_COL_3&4_L3,m703m65
GF_plate1_COL_3&4_M3,m703m76
GF_plate1_COL_3&4_N3,m703m77
GF_plate1_COL_3&4_O3,m703m88
GF_plate1_COL_3&4_P3,m703m89
GF_plate1_COL_3&4_A4,m704m4
GF_plate1_COL_3&4_B4,m704m5
GF_plate1_COL_3&4_C4,m704m16
GF_plate1_COL_3&4_D4,m704m17
GF_plate1_COL_3&4_E4,m704m28
GF_plate1_COL_3&4_F4,m704m29
GF_plate1_COL_3&4_G4,m704m40
GF_plate1_COL_3&4_H4,m704m41
GF_plate1_COL_3&4_I4,m704m52
GF_plate1_COL_3&4_J4,m704m53
GF_plate1_COL_3&4_K4,m704m64
GF_plate1_COL_3&4_L4,m704m65
GF_plate1_COL_3&4_M4,m704m76
GF_plate1_COL_3&4_N4,m704m77
GF_plate1_COL_3&4_O4,m704m88
GF_plate1_COL_3&4_P4,m704m89
GF_plate1_COL_3&4_A5,m705m4
GF_plate1_COL_3&4_B5,m705m5
GF_plate1_COL_3&4_C5,m705m16
GF_plate1_COL_3&4_D5,m705m17
GF_plate1_COL_3&4_E5,m705m28
GF_plate1_COL_3&4_F5,m705m29
GF_plate1_COL_3&4_G5,m705m40
GF_plate1_COL_3&4_H5,m705m41
GF_plate1_COL_3&4_I5,m705m52
GF_plate1_COL_3&4_J5,m705m53
GF_plate1_COL_3&4_K5,m705m64
GF_plate1_COL_3&4_L5,m705m65
GF_plate1_COL_3&4_M5,m705m76
GF_plate1_COL_3&4_N5,m705m77
GF_plate1_COL_3&4_O5,m705m88
GF_plate1_COL_3&4_P5,m705m89
GF_plate1_COL_3&4_A6,m706m4
GF_plate1_COL_3&4_B6,m706m5
GF_plate1_COL_3&4_C6,m706m16
GF_plate1_COL_3&4_D6,m706m17
GF_plate1_COL_3&4_E6,m706m28
GF_plate1_COL_3&4_F6,m706m29
GF_plate1_COL_3&4_G6,m706m40
GF_plate1_COL_3&4_H6,m706m41
GF_plate1_COL_3&4_I6,m706m52
GF_plate1_COL_3&4_J6,m706m53
GF_plate1_COL_3&4_K6,m706m64
GF_plate1_COL_3&4_L6,m706m65
GF_plate1_COL_3&4_M6,m706m76
GF_plate1_COL_3&4_N6,m706m77
GF_plate1_COL_3&4_O6,m706m88
GF_plate1_COL_3&4_P6,m706m89
GF_plate1_COL_3&4_A7,m707m4
GF_plate1_COL_3&4_B7,m707m5
GF_plate1_COL_3&4_C7,m707m16
GF_plate1_COL_3&4_D7,m707m17
GF_plate1_COL_3&4_E7,m707m28
GF_plate1_COL_3&4_F7,m707m29
GF_plate1_COL_3&4_G7,m707m40
GF_plate1_COL_3&4_H7,m707m41
GF_plate1_COL_3&4_I7,m707m52
GF_plate1_COL_3&4_J7,m707m53
GF_plate1_COL_3&4_K7,m707m64
GF_plate1_COL_3&4_L7,m707m65
GF_plate1_COL_3&4_M7,m707m76
GF_plate1_COL_3&4_N7,m707m77
GF_plate1_COL_3&4_O7,m707m88
GF_plate1_COL_3&4_P7,m707m89
GF_plate1_COL_3&4_A8,m710m4
GF_plate1_COL_3&4_B8,m710m5
GF_plate1_COL_3&4_C8,m710m16
GF_plate1_COL_3&4_D8,m710m17
GF_plate1_COL_3&4_E8,m710m28
GF_plate1_COL_3&4_F8,m710m29
GF_plate1_COL_3&4_G8,m710m40
GF_plate1_COL_3&4_H8,m710m41
GF_plate1_COL_3&4_I8,m710m52
GF_plate1_COL_3&4_J8,m710m53
GF_plate1_COL_3&4_K8,m710m64
GF_plate1_COL_3&4_L8,m710m65
GF_plate1_COL_3&4_M8,m710m76
GF_plate1_COL_3&4_N8,m710m77
GF_plate1_COL_3&4_O8,m710m88
GF_plate1_COL_3&4_P8,m710m89
GF_plate1_COL_3&4_A9,m711m4
GF_plate1_COL_3&4_B9,m711m5
GF_plate1_COL_3&4_C9,m711m16
GF_plate1_COL_3&4_D9,m711m17
GF_plate1_COL_3&4_E9,m711m28
GF_plate1_COL_3&4_F9,m711m29
GF_plate1_COL_3&4_G9,m711m40
GF_plate1_COL_3&4_H9,m711m41
GF_plate1_COL_3&4_I9,m711m52
GF_plate1_COL_3&4_J9,m711m53
GF_plate1_COL_3&4_K9,m711m64
GF_plate1_COL_3&4_L9,m711m65
GF_plate1_COL_3&4_M9,m711m76
GF_plate1_COL_3&4_N9,m711m77
GF_plate1_COL_3&4_O9,m711m88
GF_plate1_COL_3&4_P9,m711m89
GF_plate1_COL_3&4_A10,m712m4
GF_plate1_COL_3&4_B10,m712m5
GF_plate1_COL_3&4_C10,m712m16
GF_plate1_COL_3&4_D10,m712m17
GF_plate1_COL_3&4_E10,m712m28
GF_plate1_COL_3&4_F10,m712m29
GF_plate1_COL_3&4_G10,m712m40
GF_plate1_COL_3&4_H10,m712m41
GF_plate1_COL_3&4_I10,m712m52
GF_plate1_COL_3&4_J10,m712m53
GF_plate1_COL_3&4_K10,m712m64
GF_plate1_COL_3&4_L10,m712m65
GF_plate1_COL_3&4_M10,m712m76
GF_plate1_COL_3&4_N10,m712m77
GF_plate1_COL_3&4_O10,m712m88
GF_plate1_COL_3&4_P10,m712m89
GF_plate1_COL_3&4_A11,m714m4
GF_plate1_COL_3&4_B11,m714m5
GF_plate1_COL_3&4_C11,m714m16
GF_plate1_COL_3&4_D11,m714m17
GF_plate1_COL_3&4_E11,m714m28
GF_plate1_COL_3&4_F11,m714m29
GF_plate1_COL_3&4_G11,m714m40
GF_plate1_COL_3&4_H11,m714m41
GF_plate1_COL_3&4_I11,m714m52
GF_plate1_COL_3&4_J11,m714m53
GF_plate1_COL_3&4_K11,m714m64
GF_plate1_COL_3&4_L11,m714m65
GF_plate1_COL_3&4_M11,m714m76
GF_plate1_COL_3&4_N11,m714m77
GF_plate1_COL_3&4_O11,m714m88
GF_plate1_COL_3&4_P11,m714m89
GF_plate1_COL_3&4_A12,m715m4
GF_plate1_COL_3&4_B12,m715m5
GF_plate1_COL_3&4_C12,m715m16
GF_plate1_COL_3&4_D12,m715m17
GF_plate1_COL_3&4_E12,m715m28
GF_plate1_COL_3&4_F12,m715m29
GF_plate1_COL_3&4_G12,m715m40
GF_plate1_COL_3&4_H12,m715m41
GF_plate1_COL_3&4_I12,m715m52
GF_plate1_COL_3&4_J12,m715m53
GF_plate1_COL_3&4_K12,m715m64
GF_plate1_COL_3&4_L12,m715m65
GF_plate1_COL_3&4_M12,m715m76
GF_plate1_COL_3&4_N12,m715m77
GF_plate1_COL_3&4_O12,m715m88
GF_plate1_COL_3&4_P12,m715m89
GF_plate1_COL_3&4_A13,m716m4
GF_plate1_COL_3&4_B13,m716m5
GF_plate1_COL_3&4_C13,m716m16
GF_plate1_COL_3&4_D13,m716m17
GF_plate1_COL_3&4_E13,m716m28
GF_plate1_COL_3&4_F13,m716m29
GF_plate1_COL_3&4_G13,m716m40
GF_plate1_COL_3&4_H13,m716m41
GF_plate1_COL_3&4_I13,m716m52
GF_plate1_COL_3&4_J13,m716m53
GF_plate1_COL_3&4_K13,m716m64
GF_plate1_COL_3&4_L13,m716m65
GF_plate1_COL_3&4_M13,m716m76
GF_plate1_COL_3&4_N13,m716m77
GF_plate1_COL_3&4_O13,m716m88
GF_plate1_COL_3&4_P13,m716m89
GF_plate1_COL_3&4_A14,m718m4
GF_plate1_COL_3&4_B14,m718m5
GF_plate1_COL_3&4_C14,m718m16
GF_plate1_COL_3&4_D14,m718m17
GF_plate1_COL_3&4_E14,m718m28
GF_plate1_COL_3&4_F14,m718m29
GF_plate1_COL_3&4_G14,m718m40
GF_plate1_COL_3&4_H14,m718m41
GF_plate1_COL_3&4_I14,m718m52
GF_plate1_COL_3&4_J14,m718m53
GF_plate1_COL_3&4_K14,m718m64
GF_plate1_COL_3&4_L14,m718m65
GF_plate1_COL_3&4_M14,m718m76
GF_plate1_COL_3&4_N14,m718m77
GF_plate1_COL_3&4_O14,m718m88
GF_plate1_COL_3&4_P14,m718m89
GF_plate1_COL_3&4_A15,m719m4
GF_plate1_COL_3&4_B15,m719m5
GF_plate1_COL_3&4_C15,m719m16
GF_plate1_COL_3&4_D15,m719m17
GF_plate1_COL_3&4_E15,m719m28
GF_plate1_COL_3&4_F15,m719m29
GF_plate1_COL_3&4_G15,m719m40
GF_plate1_COL_3&4_H15,m719m41
GF_plate1_COL_3&4_I15,m719m52
GF_plate1_COL_3&4_J15,m719m53
GF_plate1_COL_3&4_K15,m719m64
GF_plate1_COL_3&4_L15,m719m65
GF_plate1_COL_3&4_M15,m719m76
GF_plate1_COL_3&4_N15,m719m77
GF_plate1_COL_3&4_O15,m719m88
GF_plate1_COL_3&4_P15,m719m89
GF_plate1_COL_3&4_A16,m720m4
GF_plate1_COL_3&4_B16,m720m5
GF_plate1_COL_3&4_C16,m720m16
GF_plate1_COL_3&4_D16,m720m17
GF_plate1_COL_3&4_E16,m720m28
GF_plate1_COL_3&4_F16,m720m29
GF_plate1_COL_3&4_G16,m720m40
GF_plate1_COL_3&4_H16,m720m41
GF_plate1_COL_3&4_I16,m720m52
GF_plate1_COL_3&4_J16,m720m53
GF_plate1_COL_3&4_K16,m720m64
GF_plate1_COL_3&4_L16,m720m65
GF_plate1_COL_3&4_M16,m720m76
GF_plate1_COL_3&4_N16,m720m77
GF_plate1_COL_3&4_O16,m720m88
GF_plate1_COL_3&4_P16,m720m89
GF_plate1_COL_3&4_A17,m721m4
GF_plate1_COL_3&4_B17,m721m5
GF_plate1_COL_3&4_C17,m721m16
GF_plate1_COL_3&4_D17,m721m17
GF_plate1_COL_3&4_E17,m721m28
GF_plate1_COL_3&4_F17,m721m29
GF_plate1_COL_3&4_G17,m721m40
GF_plate1_COL_3&4_H17,m721m41
GF_plate1_COL_3&4_I17,m721m52
GF_plate1_COL_3&4_J17,m721m53
GF_plate1_COL_3&4_K17,m721m64
GF_plate1_COL_3&4_L17,m721m65
GF_plate1_COL_3&4_M17,m721m76
GF_plate1_COL_3&4_N17,m721m77
GF_plate1_COL_3&4_O17,m721m88
GF_plate1_COL_3&4_P17,m721m89
GF_plate1_COL_3&4_A18,m722m4
GF_plate1_COL_3&4_B18,m722m5
GF_plate1_COL_3&4_C18,m722m16
GF_plate1_COL_3&4_D18,m722m17
GF_plate1_COL_3&4_E18,m722m28
GF_plate1_COL_3&4_F18,m722m29
GF_plate1_COL_3&4_G18,m722m40
GF_plate1_COL_3&4_H18,m722m41
GF_plate1_COL_3&4_I18,m722m52
GF_plate1_COL_3&4_J18,m722m53
GF_plate1_COL_3&4_K18,m722m64
GF_plate1_COL_3&4_L18,m722m65
GF_plate1_COL_3&4_M18,m722m76
GF_plate1_COL_3&4_N18,m722m77
GF_plate1_COL_3&4_O18,m722m88
GF_plate1_COL_3&4_P18,m722m89
GF_plate1_COL_3&4_A19,m723m4
GF_plate1_COL_3&4_B19,m723m5
GF_plate1_COL_3&4_C19,m723m16
GF_plate1_COL_3&4_D19,m723m17
GF_plate1_COL_3&4_E19,m723m28
GF_plate1_COL_3&4_F19,m723m29
GF_plate1_COL_3&4_G19,m723m40
GF_plate1_COL_3&4_H19,m723m41
GF_plate1_COL_3&4_I19,m723m52
GF_plate1_COL_3&4_J19,m723m53
GF_plate1_COL_3&4_K19,m723m64
GF_plate1_COL_3&4_L19,m723m65
GF_plate1_COL_3&4_M19,m723m76
GF_plate1_COL_3&4_N19,m723m77
GF_plate1_COL_3&4_O19,m723m88
GF_plate1_COL_3&4_P19,m723m89
GF_plate1_COL_3&4_A20,m724m4
GF_plate1_COL_3&4_B20,m724m5
GF_plate1_COL_3&4_C20,m724m16
GF_plate1_COL_3&4_D20,m724m17
GF_plate1_COL_3&4_E20,m724m28
GF_plate1_COL_3&4_F20,m724m29
GF_plate1_COL_3&4_G20,m724m40
GF_plate1_COL_3&4_H20,m724m41
GF_plate1_COL_3&4_I20,m724m52
GF_plate1_COL_3&4_J20,m724m53
GF_plate1_COL_3&4_K20,m724m64
GF_plate1_COL_3&4_L20,m724m65
GF_plate1_COL_3&4_M20,m724m76
GF_plate1_COL_3&4_N20,m724m77
GF_plate1_COL_3&4_O20,m724m88
GF_plate1_COL_3&4_P20,m724m89
GF_plate1_COL_3&4_A21,m726m4
GF_plate1_COL_3&4_B21,m726m5
GF_plate1_COL_3&4_C21,m726m16
GF_plate1_COL_3&4_D21,m726m17
GF_plate1_COL_3&4_E21,m726m28
GF_plate1_COL_3&4_F21,m726m29
GF_plate1_COL_3&4_G21,m726m40
GF_plate1_COL_3&4_H21,m726m41
GF_plate1_COL_3&4_I21,m726m52
GF_plate1_COL_3&4_J21,m726m53
GF_plate1_COL_3&4_K21,m726m64
GF_plate1_COL_3&4_L21,m726m65
GF_plate1_COL_3&4_M21,m726m76
GF_plate1_COL_3&4_N21,m726m77
GF_plate1_COL_3&4_O21,m726m88
GF_plate1_COL_3&4_P21,m726m89
GF_plate1_COL_3&4_A22,m727m4
GF_plate1_COL_3&4_B22,m727m5
GF_plate1_COL_3&4_C22,m727m16
GF_plate1_COL_3&4_D22,m727m17
GF_plate1_COL_3&4_E22,m727m28
GF_plate1_COL_3&4_F22,m727m29
GF_plate1_COL_3&4_G22,m727m40
GF_plate1_COL_3&4_H22,m727m41
GF_plate1_COL_3&4_I22,m727m52
GF_plate1_COL_3&4_J22,m727m53
GF_plate1_COL_3&4_K22,m727m64
GF_plate1_COL_3&4_L22,m727m65
GF_plate1_COL_3&4_M22,m727m76
GF_plate1_COL_3&4_N22,m727m77
GF_plate1_COL_3&4_O22,m727m88
GF_plate1_COL_3&4_P22,m727m89
GF_plate1_COL_3&4_A23,m728m4
GF_plate1_COL_3&4_B23,m728m5
GF_plate1_COL_3&4_C23,m728m16
GF_plate1_COL_3&4_D23,m728m17
GF_plate1_COL_3&4_E23,m728m28
GF_plate1_COL_3&4_F23,m728m29
GF_plate1_COL_3&4_G23,m728m40
GF_plate1_COL_3&4_H23,m728m41
GF_plate1_COL_3&4_I23,m728m52
GF_plate1_COL_3&4_J23,m728m53
GF_plate1_COL_3&4_K23,m728m64
GF_plate1_COL_3&4_L23,m728m65
GF_plate1_COL_3&4_M23,m728m76
GF_plate1_COL_3&4_N23,m728m77
GF_plate1_COL_3&4_O23,m728m88
GF_plate1_COL_3&4_P23,m728m89
GF_plate1_COL_3&4_A24,m729m4
GF_plate1_COL_3&4_B24,m729m5
GF_plate1_COL_3&4_C24,m729m16
GF_plate1_COL_3&4_D24,m729m17
GF_plate1_COL_3&4_E24,m729m28
GF_plate1_COL_3&4_F24,m729m29
GF_plate1_COL_3&4_G24,m729m40
GF_plate1_COL_3&4_H24,m729m41
GF_plate1_COL_3&4_I24,m729m52
GF_plate1_COL_3&4_J24,m729m53
GF_plate1_COL_3&4_K24,m729m64
GF_plate1_COL_3&4_L24,m729m65
GF_plate1_COL_3&4_M24,m729m76
GF_plate1_COL_3&4_N24,m729m77
GF_plate1_COL_3&4_O24,m729m88
GF_plate1_COL_3&4_P24,m729m89
GF_plate1_COL_5&6_A1,m701m6
GF_plate1_COL_5&6_B1,m701m7
GF_plate1_COL_5&6_C1,m701m18
GF_plate1_COL_5&6_D1,m701m19
GF_plate1_COL_5&6_E1,m701m30
GF_plate1_COL_5&6_F1,m701m31
GF_plate1_COL_5&6_G1,m701m42
GF_plate1_COL_5&6_H1,m701m43
GF_plate1_COL_5&6_I1,m701m54
GF_plate1_COL_5&6_J1,m701m55
GF_plate1_COL_5&6_K1,m701m66
GF_plate1_COL_5&6_L1,m701m67
GF_plate1_COL_5&6_M1,m701m78
GF_plate1_COL_5&6_N1,m701m79
GF_plate1_COL_5&6_O1,m701m90
GF_plate1_COL_5&6_P1,m701m91
GF_plate1_COL_5&6_A2,m702m6
GF_plate1_COL_5&6_B2,m702m7
GF_plate1_COL_5&6_C2,m702m18
GF_plate1_COL_5&6_D2,m702m19
GF_plate1_COL_5&6_E2,m702m30
GF_plate1_COL_5&6_F2,m702m31
GF_plate1_COL_5&6_G2,m702m42
GF_plate1_COL_5&6_H2,m702m43
GF_plate1_COL_5&6_I2,m702m54
GF_plate1_COL_5&6_J2,m702m55
GF_plate1_COL_5&6_K2,m702m66
GF_plate1_COL_5&6_L2,m702m67
GF_plate1_COL_5&6_M2,m702m78
GF_plate1_COL_5&6_N2,m702m79
GF_plate1_COL_5&6_O2,m702m90
GF_plate1_COL_5&6_P2,m702m91
GF_plate1_COL_5&6_A3,m703m6
GF_plate1_COL_5&6_B3,m703m7
GF_plate1_COL_5&6_C3,m703m18
GF_plate1_COL_5&6_D3,m703m19
GF_plate1_COL_5&6_E3,m703m30
GF_plate1_COL_5&6_F3,m703m31
GF_plate1_COL_5&6_G3,m703m42
GF_plate1_COL_5&6_H3,m703m43
GF_plate1_COL_5&6_I3,m703m54
GF_plate1_COL_5&6_J3,m703m55
GF_plate1_COL_5&6_K3,m703m66
GF_plate1_COL_5&6_L3,m703m67
GF_plate1_COL_5&6_M3,m703m78
GF_plate1_COL_5&6_N3,m703m79
GF_plate1_COL_5&6_O3,m703m90
GF_plate1_COL_5&6_P3,m703m91
GF_plate1_COL_5&6_A4,m704m6
GF_plate1_COL_5&6_B4,m704m7
GF_plate1_COL_5&6_C4,m704m18
GF_plate1_COL_5&6_D4,m704m19
GF_plate1_COL_5&6_E4,m704m30
GF_plate1_COL_5&6_F4,m704m31
GF_plate1_COL_5&6_G4,m704m42
GF_plate1_COL_5&6_H4,m704m43
GF_plate1_COL_5&6_I4,m704m54
GF_plate1_COL_5&6_J4,m704m55
GF_plate1_COL_5&6_K4,m704m66
GF_plate1_COL_5&6_L4,m704m67
GF_plate1_COL_5&6_M4,m704m78
GF_plate1_COL_5&6_N4,m704m79
GF_plate1_COL_5&6_O4,m704m90
GF_plate1_COL_5&6_P4,m704m91
GF_plate1_COL_5&6_A5,m705m6
GF_plate1_COL_5&6_B5,m705m7
GF_plate1_COL_5&6_C5,m705m18
GF_plate1_COL_5&6_D5,m705m19
GF_plate1_COL_5&6_E5,m705m30
GF_plate1_COL_5&6_F5,m705m31
GF_plate1_COL_5&6_G5,m705m42
GF_plate1_COL_5&6_H5,m705m43
GF_plate1_COL_5&6_I5,m705m54
GF_plate1_COL_5&6_J5,m705m55
GF_plate1_COL_5&6_K5,m705m66
GF_plate1_COL_5&6_L5,m705m67
GF_plate1_COL_5&6_M5,m705m78
GF_plate1_COL_5&6_N5,m705m79
GF_plate1_COL_5&6_O5,m705m90
GF_plate1_COL_5&6_P5,m705m91
GF_plate1_COL_5&6_A6,m706m6
GF_plate1_COL_5&6_B6,m706m7
GF_plate1_COL_5&6_C6,m706m18
GF_plate1_COL_5&6_D6,m706m19
GF_plate1_COL_5&6_E6,m706m30
GF_plate1_COL_5&6_F6,m706m31
GF_plate1_COL_5&6_G6,m706m42
GF_plate1_COL_5&6_H6,m706m43
GF_plate1_COL_5&6_I6,m706m54
GF_plate1_COL_5&6_J6,m706m55
GF_plate1_COL_5&6_K6,m706m66
GF_plate1_COL_5&6_L6,m706m67
GF_plate1_COL_5&6_M6,m706m78
GF_plate1_COL_5&6_N6,m706m79
GF_plate1_COL_5&6_O6,m706m90
GF_plate1_COL_5&6_P6,m706m91
GF_plate1_COL_5&6_A7,m707m6
GF_plate1_COL_5&6_B7,m707m7
GF_plate1_COL_5&6_C7,m707m18
GF_plate1_COL_5&6_D7,m707m19
GF_plate1_COL_5&6_E7,m707m30
GF_plate1_COL_5&6_F7,m707m31
GF_plate1_COL_5&6_G7,m707m42
GF_plate1_COL_5&6_H7,m707m43
GF_plate1_COL_5&6_I7,m707m54
GF_plate1_COL_5&6_J7,m707m55
GF_plate1_COL_5&6_K7,m707m66
GF_plate1_COL_5&6_L7,m707m67
GF_plate1_COL_5&6_M7,m707m78
GF_plate1_COL_5&6_N7,m707m79
GF_plate1_COL_5&6_O7,m707m90
GF_plate1_COL_5&6_P7,m707m91
GF_plate1_COL_5&6_A8,m710m6
GF_plate1_COL_5&6_B8,m710m7
GF_plate1_COL_5&6_C8,m710m18
GF_plate1_COL_5&6_D8,m710m19
GF_plate1_COL_5&6_E8,m710m30
GF_plate1_COL_5&6_F8,m710m31
GF_plate1_COL_5&6_G8,m710m42
GF_plate1_COL_5&6_H8,m710m43
GF_plate1_COL_5&6_I8,m710m54
GF_plate1_COL_5&6_J8,m710m55
GF_plate1_COL_5&6_K8,m710m66
GF_plate1_COL_5&6_L8,m710m67
GF_plate1_COL_5&6_M8,m710m78
GF_plate1_COL_5&6_N8,m710m79
GF_plate1_COL_5&6_O8,m710m90
GF_plate1_COL_5&6_P8,m710m91
GF_plate1_COL_5&6_A9,m711m6
GF_plate1_COL_5&6_B9,m711m7
GF_plate1_COL_5&6_C9,m711m18
GF_plate1_COL_5&6_D9,m711m19
GF_plate1_COL_5&6_E9,m711m30
GF_plate1_COL_5&6_F9,m711m31
GF_plate1_COL_5&6_G9,m711m42
GF_plate1_COL_5&6_H9,m711m43
GF_plate1_COL_5&6_I9,m711m54
GF_plate1_COL_5&6_J9,m711m55
GF_plate1_COL_5&6_K9,m711m66
GF_plate1_COL_5&6_L9,m711m67
GF_plate1_COL_5&6_M9,m711m78
GF_plate1_COL_5&6_N9,m711m79
GF_plate1_COL_5&6_O9,m711m90
GF_plate1_COL_5&6_P9,m711m91
GF_plate1_COL_5&6_A10,m712m6
GF_plate1_COL_5&6_B10,m712m7
GF_plate1_COL_5&6_C10,m712m18
GF_plate1_COL_5&6_D10,m712m19
GF_plate1_COL_5&6_E10,m712m30
GF_plate1_COL_5&6_F10,m712m31
GF_plate1_COL_5&6_G10,m712m42
GF_plate1_COL_5&6_H10,m712m43
GF_plate1_COL_5&6_I10,m712m54
GF_plate1_COL_5&6_J10,m712m55
GF_plate1_COL_5&6_K10,m712m66
GF_plate1_COL_5&6_L10,m712m67
GF_plate1_COL_5&6_M10,m712m78
GF_plate1_COL_5&6_N10,m712m79
GF_plate1_COL_5&6_O10,m712m90
GF_plate1_COL_5&6_P10,m712m91
GF_plate1_COL_5&6_A11,m714m6
GF_plate1_COL_5&6_B11,m714m7
GF_plate1_COL_5&6_C11,m714m18
GF_plate1_COL_5&6_D11,m714m19
GF_plate1_COL_5&6_E11,m714m30
GF_plate1_COL_5&6_F11,m714m31
GF_plate1_COL_5&6_G11,m714m42
GF_plate1_COL_5&6_H11,m714m43
GF_plate1_COL_5&6_I11,m714m54
GF_plate1_COL_5&6_J11,m714m55
GF_plate1_COL_5&6_K11,m714m66
GF_plate1_COL_5&6_L11,m714m67
GF_plate1_COL_5&6_M11,m714m78
GF_plate1_COL_5&6_N11,m714m79
GF_plate1_COL_5&6_O11,m714m90
GF_plate1_COL_5&6_P11,m714m91
GF_plate1_COL_5&6_A12,m715m6
GF_plate1_COL_5&6_B12,m715m7
GF_plate1_COL_5&6_C12,m715m18
GF_plate1_COL_5&6_D12,m715m19
GF_plate1_COL_5&6_E12,m715m30
GF_plate1_COL_5&6_F12,m715m31
GF_plate1_COL_5&6_G12,m715m42
GF_plate1_COL_5&6_H12,m715m43
GF_plate1_COL_5&6_I12,m715m54
GF_plate1_COL_5&6_J12,m715m55
GF_plate1_COL_5&6_K12,m715m66
GF_plate1_COL_5&6_L12,m715m67
GF_plate1_COL_5&6_M12,m715m78
GF_plate1_COL_5&6_N12,m715m79
GF_plate1_COL_5&6_O12,m715m90
GF_plate1_COL_5&6_P12,m715m91
GF_plate1_COL_5&6_A13,m716m6
GF_plate1_COL_5&6_B13,m716m7
GF_plate1_COL_5&6_C13,m716m18
GF_plate1_COL_5&6_D13,m716m19
GF_plate1_COL_5&6_E13,m716m30
GF_plate1_COL_5&6_F13,m716m31
GF_plate1_COL_5&6_G13,m716m42
GF_plate1_COL_5&6_H13,m716m43
GF_plate1_COL_5&6_I13,m716m54
GF_plate1_COL_5&6_J13,m716m55
GF_plate1_COL_5&6_K13,m716m66
GF_plate1_COL_5&6_L13,m716m67
GF_plate1_COL_5&6_M13,m716m78
GF_plate1_COL_5&6_N13,m716m79
GF_plate1_COL_5&6_O13,m716m90
GF_plate1_COL_5&6_P13,m716m91
GF_plate1_COL_5&6_A14,m718m6
GF_plate1_COL_5&6_B14,m718m7
GF_plate1_COL_5&6_C14,m718m18
GF_plate1_COL_5&6_D14,m718m19
GF_plate1_COL_5&6_E14,m718m30
GF_plate1_COL_5&6_F14,m718m31
GF_plate1_COL_5&6_G14,m718m42
GF_plate1_COL_5&6_H14,m718m43
GF_plate1_COL_5&6_I14,m718m54
GF_plate1_COL_5&6_J14,m718m55
GF_plate1_COL_5&6_K14,m718m66
GF_plate1_COL_5&6_L14,m718m67
GF_plate1_COL_5&6_M14,m718m78
GF_plate1_COL_5&6_N14,m718m79
GF_plate1_COL_5&6_O14,m718m90
GF_plate1_COL_5&6_P14,m718m91
GF_plate1_COL_5&6_A15,m719m6
GF_plate1_COL_5&6_B15,m719m7
GF_plate1_COL_5&6_C15,m719m18
GF_plate1_COL_5&6_D15,m719m19
GF_plate1_COL_5&6_E15,m719m30
GF_plate1_COL_5&6_F15,m719m31
GF_plate1_COL_5&6_G15,m719m42
GF_plate1_COL_5&6_H15,m719m43
GF_plate1_COL_5&6_I15,m719m54
GF_plate1_COL_5&6_J15,m719m55
GF_plate1_COL_5&6_K15,m719m66
GF_plate1_COL_5&6_L15,m719m67
GF_plate1_COL_5&6_M15,m719m78
GF_plate1_COL_5&6_N15,m719m79
GF_plate1_COL_5&6_O15,m719m90
GF_plate1_COL_5&6_P15,m719m91
GF_plate1_COL_5&6_A16,m720m6
GF_plate1_COL_5&6_B16,m720m7
GF_plate1_COL_5&6_C16,m720m18
GF_plate1_COL_5&6_D16,m720m19
GF_plate1_COL_5&6_E16,m720m30
GF_plate1_COL_5&6_F16,m720m31
GF_plate1_COL_5&6_G16,m720m42
GF_plate1_COL_5&6_H16,m720m43
GF_plate1_COL_5&6_I16,m720m54
GF_plate1_COL_5&6_J16,m720m55
GF_plate1_COL_5&6_K16,m720m66
GF_plate1_COL_5&6_L16,m720m67
GF_plate1_COL_5&6_M16,m720m78
GF_plate1_COL_5&6_N16,m720m79
GF_plate1_COL_5&6_O16,m720m90
GF_plate1_COL_5&6_P16,m720m91
GF_plate1_COL_5&6_A17,m721m6
GF_plate1_COL_5&6_B17,m721m7
GF_plate1_COL_5&6_C17,m721m18
GF_plate1_COL_5&6_D17,m721m19
GF_plate1_COL_5&6_E17,m721m30
GF_plate1_COL_5&6_F17,m721m31
GF_plate1_COL_5&6_G17,m721m42
GF_plate1_COL_5&6_H17,m721m43
GF_plate1_COL_5&6_I17,m721m54
GF_plate1_COL_5&6_J17,m721m55
GF_plate1_COL_5&6_K17,m721m66
GF_plate1_COL_5&6_L17,m721m67
GF_plate1_COL_5&6_M17,m721m78
GF_plate1_COL_5&6_N17,m721m79
GF_plate1_COL_5&6_O17,m721m90
GF_plate1_COL_5&6_P17,m721m91
GF_plate1_COL_5&6_A18,m722m6
GF_plate1_COL_5&6_B18,m722m7
GF_plate1_COL_5&6_C18,m722m18
GF_plate1_COL_5&6_D18,m722m19
GF_plate1_COL_5&6_E18,m722m30
GF_plate1_COL_5&6_F18,m722m31
GF_plate1_COL_5&6_G18,m722m42
GF_plate1_COL_5&6_H18,m722m43
GF_plate1_COL_5&6_I18,m722m54
GF_plate1_COL_5&6_J18,m722m55
GF_plate1_COL_5&6_K18,m722m66
GF_plate1_COL_5&6_L18,m722m67
GF_plate1_COL_5&6_M18,m722m78
GF_plate1_COL_5&6_N18,m722m79
GF_plate1_COL_5&6_O18,m722m90
GF_plate1_COL_5&6_P18,m722m91
GF_plate1_COL_5&6_A19,m723m6
GF_plate1_COL_5&6_B19,m723m7
