sample;genome;spike-ins;timepoint;library
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N6;GRCh38;ERCC92;d12;824
