sample;genome;spike-ins;timepoint;library
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_P1;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_I22;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_I1;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H10;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_K13;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O13;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H20;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_K21;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E3;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_D13;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L17;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L6;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_I20;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B13;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_J13;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_K14;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_N8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A21;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_G16;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_P11;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E7;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F5;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_G4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_D4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A14;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B17;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C17;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F3;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O5;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B15;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B10;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A11;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_G17;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F23;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F6;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H14;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L1;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_G20;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A13;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L23;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C20;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M22;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M19;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_J18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E6;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L3;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_K18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L7;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H2;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A16;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_J2;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E15;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_N11;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_K20;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M14;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_N9;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_J7;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B6;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_P4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C21;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_K3;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A10;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B14;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A23;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_I7;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_B7;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O1;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O23;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F19;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A9;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H17;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O19;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F13;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L12;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H15;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_I4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_N3;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A7;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_L4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_A8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_D23;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H22;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_J4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_J9;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_D10;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_I23;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_N18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O4;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C2;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M9;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C19;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_P16;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_J10;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M20;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H5;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F8;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_K19;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C10;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_E14;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_I5;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_G9;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_H3;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_N21;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_C18;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_F17;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_G19;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_O17;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_M7;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d10_820_Z31-S5_N6;GRCh38;ERCC92;d10;820
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G15;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N4;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F18;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D2;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C7;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O6;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P19;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_O14;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_C22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J8;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D20;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_G13;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_H24;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_A22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_P10;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B11;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_D17;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M5;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B1;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_J16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E12;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_I9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K23;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_M21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_N16;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_L21;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_K9;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_E22;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_B3;GRCh38;ERCC92;d12;824
GRCh38_ERCC92_velo_CMdiff_d12_824_Z30-S9_F2;GRCh38;ERCC92;d12;824
